name,alcohol_%,avg_rating_%,country,description,distillery,img,n_votes,price,taste_box_fruits,taste_box_gravy,taste_box_qualitiy,taste_box_sherry_port_barrel,taste_box_smoke_torf,taste_box_sweet,taste_box_total,url,whisky_type
Nikka Pure Malt Black (Japan),43.0,3.6,Japan,Für den Pure Malt Black wurde der Malt beider Nikka-Brennereien vermählt. Das Herzstück mit dem größten Anteil ist der Whisky von Yoichi.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKAPMB0_1.jpg,27,3990,,,,,,,,https://www.whisky.de/shop/International/Nikka-Pure-Malt-Black-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Malt Whisky
Pfanner X-Peated (Österreich) 2011,46.0,,Österreich,Gute rauchige Single Malts findet man inzwischen nicht nur allein auf der Insel Islay. Immer mehr internationale Brennereien entdecken diesem Geschmack für sich. X-Peated von der österreichischen Brennerei Pfanner ist als limitierte Edition erschienen.Limitiert auf 500 Flaschen!,Privatdestillerie Hermann Pfanner Alte Landstr. 10 6923 Lauterach/AT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PFANN0XP0_1.jpg,,5690,,,,,,,,https://www.whisky.de/shop/International/Pfanner-X-Peated-Oesterreich-2011.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Slyrs Port (Deutschland),46.0,3.0,Deutschland,Der Slyrs Port reift zuerst in neuen amerikanischen Weißeichenfässern. Danach erhielt der Single Malt ein mehrmonatiges Finish in kleinen Portweinfässern.,Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SLYRS00PO_1.jpg,1,6490,,,,,,,,https://www.whisky.de/shop/International/Slyrs-Port-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Kavalan Sherry Oak  (Taiwan),46.0,4.6,Taiwan,"Sherry Oak ist das Verbindungsglied zwischen den Standardabfüllungen und den Einzelfassabfüllungen der Brennerei. Dieser Kavalan reifte ausschließlich in Sherryfässern, hauptsächlich Oloroso Fässern. Wenn der Single Malt in Batches abgefüllt wird, ist er zwischen 4 und 6 Jahren alt.Bester Whisky des Monats Mai 2017 bei Whisky.de",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVAL00SH_1.jpg,20,7990,48,73,82,78,1,37,72,https://www.whisky.de/shop/International/Kavalan-Sherry-Oak-Taiwan.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Kavalan Solist Port Cask (Taiwan),58.6,,Taiwan,"In der Solist-Serie werden Einzelfässer abgefüllt. Jede Abfüllung ist mit Seriennummer, Fassart und Unterschrift des Master Blenders versehen.",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALSOPO_1.jpg,,13850,,,,,,,,https://www.whisky.de/shop/International/Kavalan-Solist-Port-Cask-Taiwan.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Amrut Raj Igala (Indien),40.0,3.0,Indien,"Raj Igala, der König der Adler, reifte in Bourbonfässern. Anschließend wurde die limitierte Edition ohne Farbstoff abgefüllt.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00RA_1.jpg,1,3290,,,,,,,,https://www.whisky.de/shop/International/Amrut-Raj-Igala-Indien.html?&searchorigin=2,Single Malt Whisky
Amrut Kadhambam (Indien),50.0,,Indien,"Kadhambam ist das tamilische Wort für Mischung und symbolisiert damit die Nachreifung des Whiskys in den verschiedenen Rum-, Sherry- und Brandyfässern.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00KA_1.jpg,,7990,,,,,,,,https://www.whisky.de/shop/International/Amrut-Kadhambam-Indien.html?&searchorigin=2,Single Malt Whisky
Glen Breton Ice Wine Barrel (Kanada) 10 Jahre,40.0,3.7,Kanada,"Der einzige kanadische Whisky der nach alten schottischen Traditionen hergestellt wird, jedoch seinen ganz eigenen Charakter beibehält. Sein Finish von vier Monaten erhielt dieser Whisky in Eisweinfässern.",Central Hisumer Carretera de Hurchillo 10 03300 Orihuela/ES,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GBRETONIC_1.jpg,7,4490,43,49,56,19,2,34,52,https://www.whisky.de/shop/International/Glen-Breton-Ice-Wine-Barrel-Kanada-10-Jahre.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Single Malt Whisky
Nikka Miyagikyo (Japan),45.0,3.3,Japan,Nikka Miyagikyo erhielt seinen einzigartigen Geschmack durch ein abschließendes Finish. Für die Nachreifung wurden vor allem Sherryfässer verwendet.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKAMI01_1.jpg,8,5990,,,,,,,,https://www.whisky.de/shop/International/Nikka-Miyagikyo-Japan---2.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Black Velvet Onyx (Kanada),40.0,3.0,Kanada,"Black Velvet ist nach Crown Royal der meist verkaufte kanadische Whisky in den USA. Ein Teil des Whiskys für den Blend Onyx wurde 12 Jahre lang gelagert. Benannt wurde die Abfüllung nach dem Halbedelstein Onyx, der seine Besitzer stärken soll.",Horst Jürgen Bewarder Inh. Elke Bewarder e.Kfr. An der Schwentine 17 24326 Dörnick/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BLACKVE12_1.jpg,2,2090,,,,,,,,https://www.whisky.de/shop/International/Black-Velvet-Onyx-Kanada.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Blended Whisky
Langatun Old Deer (Schweiz) 6J-2011/2017,40.0,,Schweiz,"Mit dem exzellenten Wasser aus einer unberührten Quelle und auserlesenen Rohstoffen setzt Langatun die von Jakob Baumberger anno 1857 begründete Brennerei-Tradition fort. Nicht Massenware, sondern im Pot-Still-Verfahren handwerklich hergestellte einzigartige Destillate sind Langatuns Stolz.",Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_LANGADEE3_1.jpg,,3790,29,46,60,66,1,35,55,https://www.whisky.de/shop/International/Langatun-Old-Deer-Schweiz-2011-2017.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Simon's (Deutschland),40.0,2.7,Deutschland,"Dieser Single Pot Still Whiskey kommt aus der kleinen fränkischen Brennerei Severin Simon in Alzenau-Michelbach. Bei Simon's wird seit 1879 nun in vierter Generation destilliert. Gerste aus eigenem Anbau, bestes fränkisches Malz, Lagerung in Barriques aus feinster Spessarteiche und ein Finishing in kleinen Fässern aus Spessartakazie ergeben einen authentischen, unverwechslbaren Whiskey. Der Anteil an ungemälzter Gerste prägt das Produkt. Der Whisky-Papst Jim Murray schreibt: Fascinating and very different... definitely worth buying"".",Severin Simon Dörsthof 63755 Alzenau-Michelbach/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SIMON0000_1.jpg,6,4990,,,,,,,,https://www.whisky.de/shop/International/Simon-s-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Pot Still Whiskey
Armorik Sauternes (Frankreich) 8J-2006/2014,55.0,3.5,Frankreich,Diese Einzelfassabfüllung aus der Warenghem Brennerei wurde in Sauternes Weinfässern nachgereift. Durch die feinen Weinaromen wird der Whisky komplexer und vielschichtiger.,Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR06SA_1.jpg,2,6190,,,,,,,,https://www.whisky.de/shop/International/Armorik-Sauternes-Frankreich-8J-2006-2014.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
The New Zealand (Neuseeland) 25 Jahre,46.0,5.0,Neuseeland,Nur wenige Länder können 25-jährige Single Malts anbieten. Nun zählt auch Neuseeland dazu. Dieser 25-jährige Whisky wurde von der Brennerei Willowbank gebrannt und von The New Zealand abgefüllt.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NEWZE2500_1.jpg,1,15800,,,,,,,,https://www.whisky.de/shop/International/The-New-Zealand-Neuseeland-25-Jahre.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
Penderyn Myth  (Wales),41.0,3.5,Wales,"Bis zum 19. Jahrhundert wurde in Wales Whisky hergestellt, dann schlossen die Brennereien. Erst Ende der 90er Jahre wurde mit der Gründung von Penderyn wieder an die alte Tradition angeknüpft. Myth ist die erste Standardabfüllung der Brennerei, die ausschließlich in Bourbonfässern reifte.",Welsh Whisky Company Penderyn Distillery Pontpren Penderyn CF44 0SX/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PENDE00MY_1.jpg,2,3990,,,,,,,,https://www.whisky.de/shop/International/Penderyn-Myth-Wales.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Nikka Super (Japan),43.0,2.2,Japan,Seit 1962 schätzen die Japaner den Blend Super von Nikka. Masataka Taketsuro steckte in diese Kreation all sein Können. Schließlich widmete er den Blend seiner schottischen Ehefrau Rita.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKASCL0_1.jpg,6,3390,,,,,,,,https://www.whisky.de/shop/International/Nikka-Super-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Whisky
Nikka Yoichi (Japan),45.0,3.3,Japan,Der Single Malt von Yoichi hat stets einen rauchigen Grundcharakter. Die Brennerei hält noch an den alten Brennmethoden fest und befeuert ihre Brennblasen mit Holzkohle. Dieser Single Malt reifte in dreierlei Fasstypen bis zu seiner Vollendung.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKAOI01_1.jpg,3,6490,,,,,,,,https://www.whisky.de/shop/International/Nikka-Yoichi-Japan---3.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Pfanner Classic (Österreich) 2010,43.0,3.0,Österreich,Die Abfüllung Classic gehört zum Stammsortiment von Pfanner. Der Single Malt wird mit gemälzter Sommerbraugerste und klarem Bergquellwasser hergestellt und im Pot Still und Column Still Verfahren gebrannt.,Privatdestillerie Hermann Pfanner Alte Landstr. 10 6923 Lauterach/AT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PFANN0CL0_1.jpg,1,4290,,,,,,,,https://www.whisky.de/shop/International/Pfanner-Classic-Oesterreich-2010.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Coillmor American Oak (Deutschland) 2012,43.0,,Deutschland,"Bad Kötzing liegt inmitten des Bayrischen Waldes, dem grünen Dach Europas. So bekam der Coillmór seinen Namen. Coillmór (gälisch) bedeutet übersetzt: coill = Wald, mór = groß. Seine Premiere feierte dieser außergewöhnliche Whisky im März 2009.Diese Abfüllung reifte in klassischen Eichenfässern. Limitiert auf 1.850 Flaschen!",Liebl GmbH Jahnstr. 11-15 93444 Bad Kötzting/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_COILL0AO2_1.jpg,,3990,,,,,,,,https://www.whisky.de/shop/International/Coillmor-American-Oak-Deutschland.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Single Malt Whisky
Langatun Sauternes Finish (Schweiz) 2010/2017,49.1,,Schweiz,Dieser Single Malt wurde in Weißweinfässern nachgereift und als Einzelfass abgefüllt.Limitiert auf 420 Flaschen!,Whiskymax Import Industriestr. 18 63533 Mainhausen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_LANGA0SA_1.jpg,,6490,,,,,,,,https://www.whisky.de/shop/International/Langatun-Sauternes-Finish-Schweiz-2010-2017.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Slyrs Sauternes (Deutschland),46.0,,Deutschland,Nach mehreren Jahren in frischen Eichenfässern erhielt der Slyrs Single Malt noch ein Finish in Sauternes Weißweinfässern aus dem südlichen Bordeaux.,Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SLYRS00SA_1.jpg,,6290,,,,,,,,https://www.whisky.de/shop/International/Slyrs-Sauternes-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Black Velvet Onyx (Kanada),40.0,3.0,Kanada,"Black Velvet ist nach Crown Royal der meist verkaufte kanadische Whisky in den USA. Ein Teil des Whiskys für den Blend Onyx wurde 12 Jahre lang gelagert. Benannt wurde die Abfüllung nach dem Halbedelstein Onyx, der seine Besitzer stärken soll.",Horst Jürgen Bewarder Inh. Elke Bewarder e.Kfr. An der Schwentine 17 24326 Dörnick/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BLACKVE12_1.jpg,2,2090,,,,,,,,https://www.whisky.de/shop/International/Black-Velvet-Onyx-Kanada.html?&searchorigin=2,Blended Whisky
Glen Els Cosy Winter III (Deutschland) /2017,50.1,,Deutschland,"Jedes Jahr wird für den deutschen Vetrieb eine exklusive Winteredition von Glen Els abgefüllt. Für die 2017er Edition wurde wieder leicht rauchiger Malt verwendet, diesmal reifte er jedoch in verschiedenen Portweinfässern.Limitiert auf 648 Flaschen!",Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GELS00CW3_1.jpg,,8490,,,,,,,,https://www.whisky.de/shop/International/Glen-Els-Cosy-Winter-III-Deutschland-2017.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Huxley,42.0,2.5,Schottland,"Masterblenderin Caroline Martin fand in der Bibliothek die Idee zu ihrem neuen Blended Whiskey. Ähnlich dem Mischwesen Mobsprey, dem amerikanischen Pendant des Wolpertingers, kreierte sie einen Whiskey aus dreierlei Teilen. Scotch, amerikanischer Whiskey und ein Teil kanadischen Whiskys vereinen sich zu einem außergewöhnlichen Drink.",Whiskey Union 5 Lochside Way Edinburgh EH12 9DT/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_HUXLE0000_1.jpg,2,2490,,,,,,,,https://www.whisky.de/shop/International/Huxley.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Blended Whiskey
J.P. Wiser's (Kanada) 10 Jahre,40.0,3.0,Kanada,"Der 10-Jährige Blend von J.P. Wiser's reifte gleich in dreierlei Fassarten. Neben frischen Eichen- und Bourbonfässern wurden auch Fässer verwendet, die zuvor kanadischen Whisky enthielten.",Borco-Marken-Import GmbH & Co. KG Winsbergring 12-22 22525 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_JPWIS1000_1.jpg,2,1590,,,,,,,,https://www.whisky.de/shop/International/J-P-Wiser-s-Kanada-10-Jahre.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Blended Whisky
Glen Els Port Cask (Deutschland) 5J-2011/2017,47.4,,Deutschland,Diese Portreifung ist leicht rauchig und wurde exklusiv für den deutschen Markt abgefüllt.Limitiert auf 750 Flaschen!,Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GELS00PO_1.jpg,,7990,,,,,,,,https://www.whisky.de/shop/International/Glen-Els-Port-Cask-Deutschland-5J-2011-2017.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Slyrs Marsala (Deutschland),46.0,3.5,Deutschland,"Die Marsala Edition wurde zuerst wie gewöhnlich in neuen, amerikanischen Weißeichenfässern gelagert. Danach erfolgte eine bis zu 17-monatige Nachreifung in sizilianischen Weinfässern.",Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SLYRS00M2_1.jpg,8,6290,,,,,,,,https://www.whisky.de/shop/International/Slyrs-Marsala-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Teerenpeli (Finnland) 10 Jahre,43.0,,Finnland,"Dies ist der erste 10-jährige Single Malt, der in Finnland gebrannt wurde. Die Reifung erfolgte zum größten Teil in Bourbonfässern, dazu kamen noch 20% Sherryfässer.",Teerenpeli Distillery Rautatienkatu 13 15110 Lahti/FI,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_TEERE1000_1.jpg,,7990,,,,,,,,https://www.whisky.de/shop/International/Teerenpeli-Finnland-10-Jahre.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Malt Whisky
Crown Royal - 3 Liter (Kanada),40.0,,Kanada,"Der Crown Royal ist Kanadas Aushängeschild, wenn es um Premium Whisky geht. Er wurde 1939 zu Ehren des Besuchs des britischen Königs Georg VI. kreiert. Er entsteht aus 50 verschiedenen Whiskys, die aufwändig gemischt werden.Lieferung in 3 Liter Großflasche.",Diageo Germany GmbH Reeperbahn 1 20359 Hamburg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_CROWNRO3L_1.jpg,,9990,56,52,65,20,3,30,51,https://www.whisky.de/shop/International/Crown-Royal-3-Liter-Kanada.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Blended Whisky
Hellyers Road Original Roaring Forty (Tasmanien),40.0,,Tasmanien,"1825 war Henry Hellyer einer der ersten europäischen Entdecker, die den zerklüfteten Nord-Westen Tasmaniens betraten. Als Chefvermesser hatte er nur eine Ochsenherde und die einfachsten Geräte, um eine unbefestigte Straße in der Wildnis zu bauen. Fast 200 Jahre später führt diese Straße zu der Hellyers Road Distillery. Dieser Whisky erhielt seinen Namen nach den Winden (Roaring 40s), die über Tasmanien hinweg ziehen.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_HELLY00RO_1.jpg,,4790,,,,,,,,https://www.whisky.de/shop/International/Hellyers-Road-Original-Roaring-Forty-Tasmanien.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
